ID,PM2.5,PM2.5_PopWtd,NO2,NO2_PopWtd,Access_City,Access_Motor,Access_Walk,Diabetes,Obesity,Smoking,COPD,COPD_F,COPD_M,CVD,CVD_F,CVD_M,HIV,HIV_F,HIV_M,Hypertension,Hypertension_F,Hypertension_M,Risk_Tot,Risk_Age,Risk_High,Cases_MERS,Cases_SARS,WorldPop,WorldPop_Density,WorldPop_65
BW,9.807952652,10.12598052,0.670572162,1.570470333,384.73505,131.88062,493.19214,5.8,18.9,23.7,5991731.934,2.183307899,2.791764257,16516008.73,6.585555035,7.150685887,39251565.12,18.61107397,14.1521796,54247037.08,22.5722389,22.5821714,0.272690167,0.332725137,0.04127721,0,0,2402724,3.2950499,102686
BY,14.28726995,14.8512395,3.111583948,7.740992546,80.232132,19.636738,179.89503,5,24.5,26.6,18994793.63,1.23811543,3.06119863,70553779.2,6.957949608,8.576298796,1550690.511,0.138012138,0.206163062,292075711.1,29.0834599,35.1731129,0.308196436,0.217371526,0.07221632,0,0,9169488,22.723469,1431322
BZ,12.26210249,11.96942842,0.577534676,0.680800438,255.61792,119.56868,435.15515,17.1,24.1,NA,782329.2088,1.60551637,2.196775474,2933113.57,6.70592134,7.549384775,280916.901,0.566962889,0.798358728,7531612.943,16.4080531,20.196866,0.19049827,0.22647191,0.0326212,0,0,411517,15.335642,16745
CA,4.383829755,8.260776969,0.828899503,10.63928127,3283.3181,1320.1741,4649.731,7.6,29.4,17.5,108033659.6,2.838006436,3.042423949,276974525.6,7.232945995,7.845009078,8359996.455,0.112576147,0.347007417,633054575.6,15.6761014,18.822422,0.268111788,0.174412621,0.05244772,0,251,36769980,1.5467317,6732234
CD,32.08500174,30.53744256,0.533208251,1.775595546,455.71198,208.68182,359.92502,6,6.7,NA,229063790.1,2.067136544,1.931691054,688081981.6,6.087701273,5.934495096,67398082.67,0.778524543,0.383840999,2491015094,20.531966,23.1169806,0.144553346,0.233814991,0.02713462,0,0,114410904,42.306812,3373653
CF,33.39336494,36.23882911,0.380654722,1.680893183,652.04651,243.45314,420.12057,6,7.5,NA,10411969.75,1.859759036,2.001651318,33952293.49,6.326163612,6.248646931,15049008.46,3.562594814,1.962287603,133623818.7,24.1682318,25.368514,0.156252239,0.251463386,0.03223213,0,0,5399012,7.3911076,190770
CG,35.13332146,34.7259401,0.638056159,2.231424332,765.26776,294.30707,663.37238,6,9.6,16.1,8459841.265,2.461839343,1.716274997,27420539.01,6.88498985,6.687289877,8250983.631,2.654996238,1.413024529,84069272.88,19.1578001,22.507121,0.165291789,0.246213317,0.03228255,0,0,4039875,10.114681,163242
CH,13.22384588,13.85186536,4.674900532,7.205999374,50.469692,18.116243,101.28507,5.7,19.5,25.1,24727596.14,2.583273835,3.104930588,48010200.25,5.025478659,6.018287262,1792998.184,0.141806868,0.271770822,204583652.2,20.2258134,26.8638966,0.287620985,0.184334137,0.0546954,0,1,8709241,127.09396,1664024
CI,53.82992603,54.50996908,0.747499228,1.827562094,117.13599,44.482956,135.589,2.4,10.3,13,46033339.01,1.703649754,1.770235653,176432059,6.354259939,6.96238075,57039438.29,2.866041682,1.428620507,568559765.3,19.6657702,23.2581875,0.151075515,0.234967481,0.03169649,0,0,26505782,69.995941,785653
CL,6.710323881,12.95045517,1.346770763,7.390228748,413.47766,290.27704,1141.7803,8.6,28,44.7,49200998.67,2.123863518,2.640733125,104387957.7,4.646086509,5.460070409,6201781.556,0.101082405,0.502724922,471021186.3,19.2201036,26.4148867,0.230781409,0.184947728,0.04472163,0,0,20674276,18.248503,2310054
CM,42.98774115,46.11135237,0.778599322,2.217248201,241.13898,101.16293,235.28149,6,11.4,9.3,64256563.59,2.327053322,2.22782324,176696281.4,5.970675732,6.561690233,73828699.77,3.287069331,1.936152016,524610858.2,17.9041865,19.3014365,0.145795447,0.230355039,0.02927307,0,0,28209344,51.555649,875643
CN,31.73088927,47.21721058,2.484075069,8.359832764,465.35529,332.27637,1033.3904,9.2,6.2,24.7,3674732390,2.669762704,2.429542566,9462250297,7.035481462,6.102815165,49883032.95,0.018312678,0.050034866,29709400211,18.5594979,22.5198786,0.244324361,0.193100972,0.05023996,9,5327,1442965120,105.88853,172914080
CO,19.91611563,23.30323684,1.544462562,3.796326637,1289.6891,859.32599,1777.1334,7.4,22.3,7.9,166381917.1,2.319488034,2.965864346,291315687.1,4.395900568,4.841162875,13632861.49,0.098236748,0.33948834,1151220017,16.4112716,20.1404421,0.196202101,0.183682344,0.03782778,0,1,63150700,47.344856,5398544
CR,8.140162524,8.27241585,1.851676345,4.782557011,152.93941,75.466438,231.15491,9.1,25.7,9.8,10835428.85,1.924499678,2.596608301,27477079.41,5.648513345,5.772453002,679840.0685,0.062405488,0.224593852,87239648.97,16.0929487,20.2738112,0.231491527,0.202514857,0.04114797,0,0,4813151,79.249687,500020
CU,7.761801522,7.715567014,1.901398063,2.981773853,81.343781,39.167126,253.91145,9.6,24.6,27.1,30983893.76,2.790068499,2.81232493,71031203.49,6.013280796,6.835105545,2126685.416,0.085093025,0.300776115,254160419,21.9162949,24.0521834,0.273173146,0.192111131,0.0545036,0,0,11061222,79.648186,1777606
CV,32.92930287,33.9105624,1.475237966,1.483952403,523.70062,16.113661,90.577827,2.4,11.8,NA,845620.9416,1.471121308,1.715819393,3967648.085,7.197617678,7.747589433,282811.2007,0.613984792,0.448597656,13371145.72,24.8302541,25.5203794,0.187560699,0.21633349,0.03832224,0,0,531217,106.69158,31216
CY,13.55428679,14.17627537,4.60048008,6.340314388,39.028027,15.538615,158.53038,9,21.8,36.7,2900247.269,2.388181379,3.788009714,5264830.862,5.183861221,5.974960998,13066.18284,0.007782558,0.020227757,20765215.43,18.785542,25.3297753,0.2457092,0.183308119,0.05178057,0,0,945642,116.35807,156373
CZ,16.76710801,17.8993814,6.313633442,7.938811779,29.545811,9.7526665,99.069199,7,26,31.5,30914078.29,2.27503703,3.459419472,91525450.38,7.680213365,9.257905515,149559.3097,0.005220007,0.022764945,369758717.7,29.292954,39.2089012,0.341421574,0.219123852,0.07520233,0,0,10840555,76.580841,2175468
DE,13.63231879,14.03116699,6.802722454,8.644570351,35.306419,14.881975,143.65631,10.4,22.3,28,32900.42457,3.429831136,4.142028289,55395.05163,5.754528419,6.99518768,686.1482834,0.045657158,0.113320529,241115.2982,24.8419646,30.6615459,0.317083159,0.187545944,0.06395515,1,9,8707,248.76251,1899
DJ,28.90297234,28.83843087,1.27868247,3.330945253,219.45683,88.186096,224.96075,5.1,13.5,NA,1704018.601,1.321294437,1.713564136,8170051.219,7.103043379,7.452897511,1333310.03,1.43899911,0.938303289,24452715.78,20.1884141,23.3700033,0.178098554,0.211118557,0.03691622,0,0,1122483,43.412876,49353
DK,10.44148286,10.92252113,4.584144592,6.40936327,54.653748,10.200877,120.81816,8.3,19.7,18.6,27744268.59,4.693220402,4.803363666,37266984.01,5.958518049,6.802516215,592255.8877,0.100408497,0.102311568,158044424.7,22.0646829,32.0988316,0.317862468,0.208992969,0.06541576,0,0,5843744,65.476112,1153168
DO,9.049391307,9.413419487,1.905161142,5.778076649,81.875694,50.394173,178.4113,8.6,27.6,9.4,16620619.47,1.306082164,1.462195747,83233613.56,6.495082533,7.367001815,6793382.088,0.56398107,0.568193281,241667941.3,17.8703003,22.3554982,0.189522636,0.19784313,0.03478284,0,0,12000077,202.29735,941777
DZ,42.87025771,17.40685929,0.885121584,5.591896057,1204.9388,769.02216,2270.0906,6.7,27.4,18.8,83010606.57,1.647286,2.12110181,361550601.4,7.699579249,8.724966273,1028683.964,0.020201758,0.026492244,953006243.3,20.9052201,22.4012941,0.211916123,0.22989827,0.0385578,1,0,43995416,14.372406,2994188
EC,14.3874034,13.35152173,2.325314522,4.460927486,514.0127,298.75143,722.14276,5.5,19.9,NA,27063596.82,1.385390199,1.685412586,82301986.15,4.449794041,4.885120995,4143179.695,0.138491429,0.332731172,295564489.9,15.0676966,18.4698164,0.175943434,0.184950438,0.03266098,0,0,17639318,58.868763,1374893
EE,7.777028325,7.716126974,2.817804575,9.187649727,91.856842,30.536606,293.32047,4.2,21.2,30.5,2227092.781,1.147051909,2.130154248,11913629.58,7.619669315,9.699091761,351382.6558,0.162275151,0.357467544,47705497.06,30.9901074,38.2905089,0.346653657,0.228383988,0.07376105,0,0,1386928,14.276736,281892
EG,31.83806945,29.92025506,1.117339015,9.253219604,942.68811,671.17657,2054.5889,17.2,32,21.4,269543980.4,2.265375374,3.331635825,931577353.5,9.192043021,10.21489792,475054.4901,0.003076575,0.006745473,2169081209,22.8799439,22.3753786,0.215344669,0.25740498,0.04297676,1,0,95885008,74.969025,5082329
ER,25.76684496,23.87599952,0.757285178,1.164476156,364.78305,195.19098,333.73615,5.1,5,7.2,8065969.335,1.584745041,2.263518814,27576571.56,6.534054189,6.629243598,2036111.672,0.60003898,0.37256118,88205309.95,21.0951275,21.0096139,0.144102854,0.208157274,0.03020797,0,0,4189829,28.691172,146347
ES,8.894667303,9.788723556,3.667662621,6.482259274,50.495628,10.934297,87.199318,6.9,23.8,27.9,181745469.7,2.43910651,4.576693304,290301389.5,5.129691442,6.026769657,9798413.322,0.080365998,0.299941795,1311286194,22.2603332,28.1699887,0.293379123,0.18387701,0.05472501,0,1,52459400,68.013908,10432410
ET,18.14343709,19.83288918,0.94155848,1.767993093,245.39027,111.99495,281.44183,4.3,4.5,4.6,125070156.1,1.152552447,1.257705531,626277477,5.868059159,6.199173086,109273805.5,1.30094047,0.799080434,2449520392,24.2413624,22.9309096,0.12786465,0.194522492,0.02475118,0,0,103825968,78.019409,3251668
FI,4.986162463,6.481011193,2.545142174,5.756582737,152.25401,45.442364,351.82904,5.6,22.2,19.7,13901312.7,1.814406889,3.199648921,34552196.77,5.735688514,6.680200807,123455.6273,0.017556889,0.026917235,147859861.2,23.4844417,29.6875183,0.314140705,0.198507338,0.06210452,0,1,5573732,6.2922997,1234424
FJ,1.841789749,1.872374507,0.19059509,1.522157907,324.57428,115.85181,862.56824,14.7,30.2,26.7,634568.5812,0.660707362,0.750392968,6699259.758,7.287473726,7.62149196,47589.03394,0.056060442,0.050008318,18255810.42,19.7004922,20.9212324,0.309310934,0.328950157,0.07059301,0,0,898304,38.711658,63961
FR,9.696660141,11.44881784,4.417459011,8.379734993,32.7556,12.598067,131.64954,4.8,21.6,34.6,148999127.1,1.769729019,2.660013405,403312924.9,5.369118697,6.583433711,9242274.117,0.081508295,0.195117108,1936233849,24.5105996,32.9544374,0.275654255,0.17435683,0.05235994,4,7,67819936,73.097343,13717880
GA,25.54215699,25.2279316,0.695329428,1.33937943,568.82874,189.85812,441.93051,6,15,NA,5068421.617,1.49843326,1.871952643,19989127.77,6.568009608,6.680316231,9617930.162,4.222284743,2.081292078,64635620.76,19.2524582,23.7191803,0.180691263,0.247445506,0.03549632,0,0,3018435,9.7767839,95667
GB,8.380133922,11.31847649,4.437267303,8.9939394,50.687561,16.822186,152.16605,3.9,27.8,19.2,287572335.3,4.165195642,4.407452582,410133932.9,5.605095086,6.631848023,12481109.89,0.112342827,0.261904782,1364019368,18.8345101,21.8568395,0.291252592,0.198728989,0.05595221,2,4,67286184,138.56555,12455671
GD,5.598437507,5.559604537,0.174358174,0.170765281,498.43616,9.2893648,63.549397,10.7,21.3,NA,149117.0906,1.506072859,1.640121389,690766.9855,6.817050063,7.758657194,22310.06322,0.166028243,0.305185756,2103723.58,20.3138397,24.0800809,0.246486829,0.225073689,0.05630056,0,0,94809,222.03497,7228
GE,12.21656022,15.16476748,2.351809263,5.39430809,157.64038,70.980499,316.72028,5.8,21.7,29.7,9649792.236,2.046838644,3.208474776,33643479.25,7.990873097,10.24719396,412032.7516,0.055460787,0.172083774,116902734.5,31.118775,31.9233155,0.317468447,0.238509308,0.07743418,0,0,3711014,33.898582,568023
GH,62.49448156,63.8625028,1.166057467,2.770981789,109.64876,37.731979,120.61112,2.5,10.9,3.7,59337565.91,1.635736164,1.969488796,221566122.2,6.676729797,6.786004089,36802978.75,1.455931992,0.780794815,612713536.4,17.4584698,19.7695521,0.164266754,0.229250311,0.03428355,0,0,32915274,118.78139,1242341
GM,50.97083992,49.5982937,2.019943476,2.749063969,97.427345,16.869102,74.03717,1.9,10.3,14.4,4951428.982,2.161803758,1.970978557,16916989.77,6.826394188,7.327644953,3611037.042,1.767523307,1.234871091,51453435.96,19.9652446,23.133097,0.134841156,0.224665271,0.02696766,0,0,2392912,186.91705,56582
GN,45.96247512,45.13523801,0.718485475,1.443687916,127.99567,32.701752,117.02181,2.4,7.7,NA,24911457.8,2.00631549,2.028978889,74510942.93,5.775162986,6.318585158,16790808.33,1.627972322,1.062521811,298281304.6,24.6852086,23.5614668,0.139268455,0.224985039,0.02797664,0,0,12350294,42.421486,413951
GQ,25.90887408,28.05247803,0.760920465,0.672985017,219.71658,83.895638,304.3714,6,8,NA,2369286.466,2.09616307,1.591535161,8495525.412,6.628309405,6.596388417,8469576.635,8.32396658,4.856941536,30818832.42,22.354025,25.623959,0.17776322,0.260444953,0.03308896,0,0,1284794,40.789696,34416
GR,11.89576653,13.57412934,2.560017109,6.379563808,67.199753,20.729849,201.96561,4.7,24.9,39.1,32547962.12,2.70912602,3.515230888,58252517.8,5.102887668,6.019198722,441216.7792,0.027474826,0.057553811,272632285.8,23.8722784,28.1818069,0.303370846,0.180185427,0.05974473,2,0,10504808,53.04789,2376053
